ANIO_REGIS,ENT_OCURR,SEXO,TOTAL,00_04,05_14,15_24,25_44,45_64,>65
2000,1,Hombres,469499,62210,116644,92190,126117,53616,18722
2000,1,Mujeres,494511,59971,114079,98873,139521,58733,23334
2000,1,Total,964010,122181,230723,191063,265638,112349,42056
2000,2,Hombres,1264712,146904,275940,248288,398606,150067,44907
2000,2,Mujeres,1228963,140619,263700,242891,378603,151571,51579
2000,2,Total,2493675,287523,539640,491179,777209,301638,96486
2000,3,Hombres,222978,24386,47916,44152,69645,28440,8439
2000,3,Mujeres,211340,23299,45303,42196,65452,26174,8916
2000,3,Total,434318,47685,93219,86348,135097,54614,17355
2000,4,Hombres,353252,42444,83783,69970,97417,43511,16127
2000,4,Mujeres,351108,41131,81553,71770,98704,42175,15775
2000,4,Total,704360,83575,165336,141740,196121,85686,31902
2000,5,Hombres,1165969,136472,259819,226636,338857,152036,52149
2000,5,Mujeres,1169018,131183,249523,226275,345003,156837,60197
2000,5,Total,2334987,267655,509342,452911,683860,308873,112346
2000,6,Hombres,270571,30650,61110,52812,76788,35963,13248
2000,6,Mujeres,273609,29094,58554,54598,80312,36268,14783
2000,6,Total,544180,59744,119664,107410,157100,72231,28031
2000,7,Hombres,1980471,274639,521725,400614,493793,217050,72650
2000,7,Mujeres,1998407,265692,510130,419435,516230,213056,73864
2000,7,Total,3978878,540331,1031855,820049,1010023,430106,146514
2000,8,Hombres,1542440,179848,344653,298942,454508,195404,69085
2000,8,Mujeres,1535841,172786,330572,294678,454940,204311,78554
2000,8,Total,3078281,352634,675225,593620,909448,399715,147639
2000,9,Hombres,4156737,385462,797747,796600,1346228,621726,208974
2000,9,Mujeres,4484256,370169,778068,832789,1454446,733532,315252
2000,9,Total,8640993,755631,1575815,1629389,2800674,1355258,524226
2000,10,Hombres,725121,91988,177703,140530,186267,91162,37471
2000,10,Mujeres,745304,88330,172105,146215,201870,96184,40600
2000,10,Total,1470425,180318,349808,286745,388137,187346,78071
2000,11,Hombres,2279808,300690,577856,448825,581403,263992,107042
2000,11,Mujeres,2448352,290211,572839,501691,665646,290657,127308
2000,11,Total,4728160,590901,1150695,950516,1247049,554649,234350
2000,12,Hombres,1522884,212317,406191,296519,356932,177717,73208
2000,12,Mujeres,1600654,205516,398157,318208,398279,194584,85910
2000,12,Total,3123538,417833,804348,614727,755211,372301,159118
2000,13,Hombres,1110646,138412,273409,213063,287235,143718,54809
2000,13,Mujeres,1168719,133212,267609,231444,321107,150617,64730
2000,13,Total,2279365,271624,541018,444507,608342,294335,119539
2000,14,Hombres,3139924,384230,739774,619619,846633,395518,154150
2000,14,Mujeres,3279764,368954,718783,653448,922077,429512,186990
2000,14,Total,6419688,753184,1458557,1273067,1768710,825030,341140
2000,15,Hombres,6509178,752292,1490630,1304361,1931040,802563,228292
2000,15,Mujeres,6720125,725737,1453393,1356861,2044023,851322,288789
2000,15,Total,13229303,1478029,2944023,2661222,3975063,1653885,517081
2000,16,Hombres,1950773,252585,493854,381084,477297,238737,107216
2000,16,Mujeres,2088476,243863,488585,423796,546546,261619,124067
2000,16,Total,4039249,496448,982439,804880,1023843,500356,231283
2000,17,Hombres,762363,90053,177320,145972,207591,101883,39544
2000,17,Mujeres,807567,87100,173100,157233,232094,110723,47317
2000,17,Total,1569930,177153,350420,303205,439685,212606,86861
2000,18,Hombres,465708,55049,109372,89498,121246,63723,26820
2000,18,Mujeres,467737,52730,105033,91570,126683,63476,28245
2000,18,Total,933445,107779,214405,181068,247929,127199,55065
2000,19,Hombres,1945292,207462,399865,381544,605967,262909,87545
2000,19,Mujeres,1937855,198882,384401,378456,600080,270975,105061
2000,19,Total,3883147,406344,784266,760000,1206047,533884,192606
2000,20,Hombres,1698292,221231,443271,326193,401226,212851,93520
2000,20,Mujeres,1801367,214365,435320,352254,453343,236483,109602
2000,20,Total,3499659,435596,878591,678447,854569,449334,203122
2000,21,Hombres,2508433,333730,629717,494438,634892,297101,118555
2000,21,Mujeres,2661493,322852,618098,529631,707823,334061,149028
2000,21,Total,5169926,656582,1247815,1024069,1342715,631162,267583
2000,22,Hombres,700483,89179,173112,141287,191571,78670,26664
2000,22,Mujeres,734614,86163,171059,152822,208528,83397,32645
2000,22,Total,1435097,175342,344171,294109,400099,162067,59309
2000,23,Hombres,465326,58433,106016,95834,146290,47243,11510
2000,23,Mujeres,438597,56416,101676,92605,135074,42132,10694
2000,23,Total,903923,114849,207692,188439,281364,89375,22204
2000,24,Hombres,1147541,147796,285612,219387,287578,144686,62482
2000,24,Mujeres,1190619,142828,278867,233463,314593,152098,68770
2000,24,Total,2338160,290624,564479,452850,602171,296784,131252
2000,25,Hombres,1285729,147770,296806,254090,353771,171125,62167
2000,25,Mujeres,1278404,141916,284232,253569,362143,169686,66858
2000,25,Total,2564133,289686,581038,507659,715914,340811,129025
2000,26,Hombres,1134272,129606,249245,217739,332321,152653,52708
2000,26,Mujeres,1115299,124034,238477,215313,328975,151002,57498
2000,26,Total,2249571,253640,487722,433052,661296,303655,110206
2000,27,Hombres,956831,116915,231993,194468,264518,111498,37439
2000,27,Mujeres,968276,113179,227908,205684,274092,109221,38192
2000,27,Total,1925107,230094,459901,400152,538610,220719,75631
2000,28,Hombres,1391490,159375,301641,269668,412647,182098,66061
2000,28,Mujeres,1407149,152742,290528,274413,421559,190928,76979
2000,28,Total,2798639,312117,592169,544081,834206,373026,143040
2000,29,Hombres,484097,61015,117622,98081,129136,55190,23053
2000,29,Mujeres,501607,58898,114316,102780,139895,59153,26565
2000,29,Total,985704,119913,231938,200861,269031,114343,49618
2000,30,Hombres,3423457,399067,808596,648789,917052,472658,177295
2000,30,Mujeres,3581385,384996,785933,690040,1005849,506420,208147
2000,30,Total,7004842,784063,1594529,1338829,1922901,979078,385442
2000,31,Hombres,839631,95668,190758,165720,227454,112622,47409
2000,31,Mujeres,850321,91808,184547,168992,235516,117722,51736
2000,31,Total,1689952,187476,375305,334712,462970,230344,99145
2000,32,Hombres,666476,84979,166785,128635,163454,82430,40193
2000,32,Mujeres,704154,81687,163421,142054,185218,88423,43351
2000,32,Total,1370630,166666,330206,270689,348672,170853,83544
2001,1,Hombres,480841,62637,118495,93791,130089,56344,19485
2001,1,Mujeres,506679,60387,115701,100275,144281,61760,24275
2001,1,Total,987520,123024,234196,194066,274370,118104,43760
2001,2,Hombres,1300854,148303,281885,253446,412163,158264,46793
2001,2,Mujeres,1265049,142209,269222,247873,392475,159436,53834
2001,2,Total,2565903,290512,551107,501319,804638,317700,100627
2001,3,Hombres,231078,24901,49150,45366,72756,30099,8806
2001,3,Mujeres,219014,23830,46419,43224,68454,27763,9324
2001,3,Total,450092,48731,95569,88590,141210,57862,18130
2001,4,Hombres,359339,42221,84078,70759,100081,45454,16746
2001,4,Mujeres,358241,40925,81783,72700,102158,44228,16447
2001,4,Total,717580,83146,165861,143459,202239,89682,33193
2001,5,Hombres,1186966,136981,262641,228305,346678,158230,54131
2001,5,Mujeres,1190917,131800,252050,227483,353899,163305,62380
2001,5,Total,2377883,268781,514691,455788,700577,321535,116511
2001,6,Hombres,273856,30417,61069,53061,78277,37351,13681
2001,6,Mujeres,277251,28947,58402,54722,82149,37745,15286
2001,6,Total,551107,59364,119471,107783,160426,75096,28967
2001,7,Hombres,2015861,275086,527130,406370,505188,225952,76135
2001,7,Mujeres,2040806,266440,515134,426214,532812,222731,77475
2001,7,Total,4056667,541526,1042264,832584,1038000,448683,153610
2001,8,Hombres,1563392,179638,346907,300182,462757,202422,71486
2001,8,Mujeres,1558671,172621,332525,295827,464265,211941,81492
2001,8,Total,3122063,352259,679432,596009,927022,414363,152978
2001,9,Hombres,4181018,379645,791711,791012,1358159,643505,216986
2001,9,Mujeres,4513132,364984,770668,824019,1469928,757435,326098
2001,9,Total,8694150,744629,1562379,1615031,2828087,1400940,543084
2001,10,Hombres,732499,91282,177745,141058,189680,94011,38723
2001,10,Mujeres,753635,87702,171943,146540,206116,99405,41929
2001,10,Total,1486134,178984,349688,287598,395796,193416,80652
2001,11,Hombres,2304450,298927,578491,450240,592610,273552,110630
2001,11,Mujeres,2480995,288849,572863,502912,682455,302173,131743
2001,11,Total,4785445,587776,1151354,953152,1275065,575725,242373
2001,12,Hombres,1529012,208549,404164,296593,360784,182981,75941
2001,12,Mujeres,1611275,202133,396095,318398,404964,200477,89208
2001,12,Total,3140287,410682,800259,614991,765748,383458,165149
2001,13,Hombres,1120895,137041,272328,213559,292313,148899,56755
2001,13,Mujeres,1183728,132049,266467,232357,329307,156546,67002
2001,13,Total,2304623,269090,538795,445916,621620,305445,123757
2001,14,Hombres,3185048,384182,742199,623404,865939,410285,159039
2001,14,Mujeres,3329157,369348,720288,655687,944513,446498,192823
2001,14,Total,6514205,753530,1462487,1279091,1810452,856783,351862
2001,15,Hombres,6601593,751780,1496331,1310283,1969749,835545,237905
2001,15,Mujeres,6825328,725568,1456656,1361195,2093918,887859,300132
2001,15,Total,13426921,1477348,2952987,2671478,4063667,1723404,538037
2001,16,Hombres,1953425,247733,488218,378978,482478,245623,110395
2001,16,Mujeres,2096190,239469,482708,421284,555281,269641,127807
2001,16,Total,4049615,487202,970926,800262,1037759,515264,238202
2001,17,Hombres,768879,88871,176874,146243,210427,105461,41003
2001,17,Mujeres,816117,85944,172433,157222,236518,114890,49110
2001,17,Total,1584996,174815,349307,303465,446945,220351,90113
2001,18,Hombres,469518,54524,108873,89526,123253,65676,27666
2001,18,Mujeres,472364,52341,104477,91562,129265,65647,29072
2001,18,Total,941882,106865,213350,181088,252518,131323,56738
2001,19,Hombres,1984042,209532,405426,383632,620774,273581,91097
2001,19,Mujeres,1977425,201204,389406,379836,615703,282074,109202
2001,19,Total,3961467,410736,794832,763468,1236477,555655,200299
2001,20,Hombres,1705782,217124,439946,326679,406596,218781,96656
2001,20,Mujeres,1815800,210556,431983,353245,462848,243607,113561
2001,20,Total,3521582,427680,871929,679924,869444,462388,210217
2001,21,Hombres,2538357,331902,631266,497632,648125,307117,122315
2001,21,Mujeres,2700400,321240,619094,533550,726876,345787,153853
2001,21,Total,5238757,653142,1250360,1031182,1375001,652904,276168
2001,22,Hombres,717547,89417,175036,143731,198464,83022,27877
2001,22,Mujeres,753592,86382,172604,155270,217019,88194,34123
2001,22,Total,1471139,175799,347640,299001,415483,171216,62000
2001,23,Hombres,485604,59470,109205,99357,154225,51069,12278
2001,23,Mujeres,459307,57507,104706,96169,143515,45864,11546
2001,23,Total,944911,116977,213911,195526,297740,96933,23824
2001,24,Hombres,1159176,146399,285560,220364,292762,149414,64677
2001,24,Mujeres,1205840,141588,278617,234516,322207,157557,71355
2001,24,Total,2365016,287987,564177,454880,614969,306971,136032
2001,25,Hombres,1294651,145658,295315,253245,359019,176899,64515
2001,25,Mujeres,1289855,140053,282615,252656,368709,176416,69406
2001,25,Total,2584506,285711,577930,505901,727728,353315,133921
2001,26,Hombres,1153134,129769,251610,219048,339119,158832,54756
2001,26,Mujeres,1134780,124252,240358,216263,336517,157511,59879
2001,26,Total,2287914,254021,491968,435311,675636,316343,114635
2001,27,Hombres,966944,115951,231367,195025,269477,116182,38942
2001,27,Mujeres,980546,112183,226793,206162,281355,114134,39919
2001,27,Total,1947490,228134,458160,401187,550832,230316,78861
2001,28,Hombres,1418340,159862,305026,272021,423122,189723,68586
2001,28,Mujeres,1435200,153509,293457,276112,433313,198770,80039
2001,28,Total,2853540,313371,598483,548133,856435,388493,148625
2001,29,Hombres,493368,61252,118776,99086,132758,57653,23843
2001,29,Mujeres,512815,59144,115302,103988,144922,61926,27533
2001,29,Total,1006183,120396,234078,203074,277680,119579,51376
2001,30,Hombres,3447282,394482,804926,648643,926603,488181,184447
2001,30,Mujeres,3618005,380708,781559,689880,1024843,524235,216780
2001,30,Total,7065287,775190,1586485,1338523,1951446,1012416,401227
2001,31,Hombres,855234,95334,191770,168066,234136,116942,48986
2001,31,Mujeres,866886,91624,185276,170961,243081,122462,53482
2001,31,Total,1722120,186958,377046,339027,477217,239404,102468
2001,32,Hombres,669841,84022,165477,128188,166063,84773,41318
2001,32,Mujeres,708473,80864,162007,141327,188673,91018,44584
2001,32,Total,1378314,164886,327484,269515,354736,175791,85902
2002,1,Hombres,492695,63101,120279,95812,134003,59234,20266
2002,1,Mujeres,519255,60862,117272,101909,149009,64969,25234
2002,1,Total,1011950,123963,237551,197721,283012,124203,45500
2002,2,Hombres,1338498,149785,287671,259778,425598,166942,48724
2002,2,Mujeres,1302234,143932,274623,253446,406295,167784,56154
2002,2,Total,2640732,293717,562294,513224,831893,334726,104878
2002,3,Hombres,239471,25427,50358,46790,75860,31856,9180
2002,3,Mujeres,226923,24383,47511,44357,71471,29454,9747
2002,3,Total,466394,49810,97869,91147,147331,61310,18927
2002,4,Hombres,365788,42026,84323,71862,102690,47502,17385
2002,4,Mujeres,365657,40761,81982,73794,105584,46401,17135
2002,4,Total,731445,82787,166305,145656,208274,93903,34520
2002,5,Hombres,1208996,137573,265300,230987,354244,164747,56145
2002,5,Mujeres,1213567,132548,254460,229209,362601,170141,64608
2002,5,Total,2422563,270121,519760,460196,716845,334888,120753
2002,6,Hombres,277369,30207,60996,53543,79697,38810,14116
2002,6,Mujeres,281055,28831,58222,54968,83927,39308,15799
2002,6,Total,558424,59038,119218,108511,163624,78118,29915
2002,7,Hombres,2053032,275707,532216,413909,516174,235312,79714
2002,7,Mujeres,2084701,267455,519905,433978,549178,232976,81209
2002,7,Total,4137733,543162,1052121,847887,1065352,468288,160923
2002,8,Hombres,1585570,179545,348949,302750,470615,209792,73919
2002,8,Mujeres,1582304,172634,334322,297638,473232,219992,84486
2002,8,Total,3167874,352179,683271,600388,943847,429784,158405
2002,9,Hombres,4208083,374130,785181,788871,1368421,666341,225139
2002,9,Mujeres,4543466,360223,762923,817025,1483585,782562,337148
2002,9,Total,8751549,734353,1548104,1605896,2852006,1448903,562287
2002,10,Hombres,740413,90642,177680,142190,192923,96990,39988
2002,10,Mujeres,762343,87172,171700,147191,210198,102802,43280
2002,10,Total,1502756,177814,349380,289381,403121,199792,83268
2002,11,Hombres,2330847,297373,578757,453578,603301,283593,114245
2002,11,Mujeres,2515084,287794,572614,505243,698835,314340,136258
2002,11,Total,4845931,585167,1151371,958821,1302136,597933,250503
2002,12,Hombres,1536127,204954,401877,297908,364195,188475,78718
2002,12,Mujeres,1622577,198983,393844,319273,411227,206659,92591
2002,12,Total,3158704,403937,795721,617181,775422,395134,171309
2002,13,Hombres,1131966,135773,271070,214958,297108,154338,58719
2002,13,Mujeres,1199432,131030,265199,233783,337299,162806,69315
2002,13,Total,2331398,266803,536269,448741,634407,317144,128034
2002,14,Hombres,3232768,384383,744165,629902,884573,425807,163938
2002,14,Mujeres,3380416,370119,721455,659379,966303,464436,198724
2002,14,Total,6613184,754502,1465620,1289281,1850876,890243,362662
2002,15,Hombres,6699597,751761,1501110,1321947,2006807,870257,247715
2002,15,Mujeres,6934715,726164,1459254,1368568,2142475,926488,311766
2002,15,Total,13634312,1477925,2960364,2690515,4149282,1796745,559481
2002,16,Hombres,1957264,243086,482263,378440,487084,252815,113576
2002,16,Mujeres,2104714,235355,476600,419667,563437,278064,131591
2002,16,Total,4061978,478441,958863,798107,1050521,530879,245167
2002,17,Hombres,775932,87756,176315,147142,213025,109212,42482
2002,17,Mujeres,825088,84885,171685,157550,240728,119288,50952
2002,17,Total,1601020,172641,348000,304692,453753,228500,93434
2002,18,Hombres,473660,54041,108305,89933,125134,67720,28527
2002,18,Mujeres,477215,52007,103874,91757,131735,67934,29908
2002,18,Total,950875,106048,212179,181690,256869,135654,58435
2002,19,Hombres,2024625,211718,410746,387438,635183,284821,94719
2002,19,Mujeres,2018247,203714,394221,382070,630982,293811,113449
2002,19,Total,4042872,415432,804967,769508,1266165,578632,208168
2002,20,Hombres,1714350,213198,436336,328534,411503,224964,99815
2002,20,Mujeres,1831093,206996,428448,355011,471945,251085,117608
2002,20,Total,3545443,420194,864784,683545,883448,476049,217423
2002,21,Hombres,2570200,330304,632416,502969,660800,317614,126097
2002,21,Mujeres,2740814,319966,619800,538666,745484,358144,158754
2002,21,Total,5311014,650270,1252216,1041635,1406284,675758,284851
2002,22,Hombres,735446,89714,176857,146821,205302,87633,29119
2002,22,Mujeres,773295,86691,174068,158078,225521,93298,35639
2002,22,Total,1508741,176405,350925,304899,430823,180931,64758
2002,23,Hombres,506664,60535,112339,103361,162220,55140,13069
2002,23,Mujeres,480688,58649,107685,99976,152090,49851,12437
2002,23,Total,987352,119184,220024,203337,314310,104991,25506
2002,24,Hombres,1171671,145110,285327,222286,297673,154374,66901
2002,24,Mujeres,1221744,140505,278234,236085,329604,163317,73999
2002,24,Total,2393415,285615,563561,458371,627277,317691,140900
2002,25,Hombres,1304540,143660,293642,253482,363900,182956,66900
2002,25,Mujeres,1301991,138352,280868,252288,374937,183522,72024
2002,25,Total,2606531,282012,574510,505770,738837,366478,138924
2002,26,Hombres,1172974,130013,253823,221324,345640,165332,56842
2002,26,Mujeres,1154963,124595,242127,217702,343821,164399,62319
2002,26,Total,2327937,254608,495950,439026,689461,329731,119161
2002,27,Hombres,977877,115071,230591,196422,274190,121121,40482
2002,27,Mujeres,993478,111311,225577,207095,288449,119335,41711
2002,27,Total,1971355,226382,456168,403517,562639,240456,82193
2002,28,Hombres,1446523,160447,308227,275593,433337,197765,71154
2002,28,Mujeres,1464207,154428,296250,278434,444855,207060,83180
2002,28,Total,2910730,314875,604477,554027,878192,404825,154334
2002,29,Hombres,503105,61525,119859,100526,136300,60255,24640
2002,29,Mujeres,524429,59449,116235,105436,149920,64864,28525
2002,29,Total,1027534,120974,236094,205962,286220,125119,53165
2002,30,Hombres,3473398,390195,800746,651245,935034,504439,191739
2002,30,Mujeres,3656469,376849,776827,691231,1042905,543000,225657
2002,30,Total,7129867,767044,1577573,1342476,1977939,1047439,417396
2002,31,Hombres,871627,95065,192670,171159,240674,121482,50577
2002,31,Mujeres,884049,91536,185922,173321,250546,127469,55255
2002,31,Total,1755676,186601,378592,344480,491220,248951,105832
2002,32,Hombres,673639,83130,164060,128271,168515,87222,42441
2002,32,Mujeres,713059,80129,160514,140901,191957,93737,45821
2002,32,Total,1386698,163259,324574,269172,360472,180959,88262
2003,1,Hombres,504670,63631,121959,97914,137825,62279,21062
2003,1,Mujeres,532047,61385,118780,103647,153669,68357,26209
2003,1,Total,1036717,125016,240739,201561,291494,130636,47271
2003,2,Hombres,1376610,151420,293222,266377,438791,176116,50684
2003,2,Mujeres,1340002,145763,279869,259291,419953,176596,58530
2003,2,Total,2716612,297183,573091,525668,858744,352712,109214
2003,3,Hombres,248008,25976,51528,48271,78953,33715,9565
2003,3,Mujeres,234976,24951,48576,45540,74489,31245,10175
2003,3,Total,482984,50927,100104,93811,153442,64960,19740
2003,4,Hombres,372302,41882,84499,73020,105213,49661,18027
2003,4,Mujeres,373227,40635,82133,74964,108957,48696,17842
2003,4,Total,745529,82517,166632,147984,214170,98357,35869
2003,5,Hombres,1231144,138310,267735,233840,361478,171598,58183
2003,5,Mujeres,1236450,133401,256723,231139,371006,177323,66858
2003,5,Total,2467594,271711,524458,464979,732484,348921,125041
2003,6,Hombres,280882,30034,60869,54058,81028,40343,14550
2003,6,Mujeres,284890,28738,58008,55260,85623,40946,16315
2003,6,Total,565772,58772,118877,109318,166651,81289,30865
2003,7,Hombres,2090373,276627,536851,421754,526620,245147,83374
2003,7,Mujeres,2129206,268686,524383,442173,565180,243747,85037
2003,7,Total,4219579,545313,1061234,863927,1091800,488894,168411
2003,8,Hombres,1607741,179652,350696,305530,477977,217521,76365
2003,8,Mujeres,1606086,172788,335928,299710,481713,228425,87522
2003,8,Total,3213827,352440,686624,605240,959690,445946,163887
2003,9,Hombres,4234583,369068,777969,787183,1376730,690243,233390
2003,9,Mujeres,4573301,355790,754755,810645,1495076,808755,348280
2003,9,Total,8807884,724858,1532724,1597828,2871806,1498998,581670
2003,10,Hombres,748287,90106,177455,143408,195950,100106,41262
2003,10,Mujeres,771081,86713,171359,147963,214061,106345,44640
2003,10,Total,1519368,176819,348814,291371,410011,206451,85902
2003,11,Hombres,2357169,296157,578520,457166,613345,294116,117865
2003,11,Mujeres,2549562,286983,572043,508004,714625,327099,140808
2003,11,Total,4906731,583140,1150563,965170,1327970,621215,258673
2003,12,Hombres,1543025,201611,399242,299358,367094,194198,81522
2003,12,Mujeres,1633878,196017,391375,320409,416969,213088,96020
2003,12,Total,3176903,397628,790617,619767,784063,407286,177542
2003,13,Hombres,1143004,134665,269577,216475,301559,160032,60696
2003,13,Mujeres,1215347,130128,263785,235415,344997,169372,71650
2003,13,Total,2358351,264793,533362,451890,646556,329404,132346
2003,14,Hombres,3280525,385007,745480,636813,902326,442080,168819
2003,14,Mujeres,3432125,371186,722211,663654,987217,483248,204609
2003,14,Total,6712650,756193,1467691,1300467,1889543,925328,373428
2003,15,Hombres,6797845,752566,1504586,1334518,2041744,906727,257704
2003,15,Mujeres,7045338,727354,1461032,1377163,2189152,967062,323575
2003,15,Total,13843183,1479920,2965618,2711681,4230896,1873789,581279
2003,16,Hombres,1960710,238742,475880,378040,491022,260298,116728
2003,16,Mujeres,2113127,231459,470230,418361,570892,286829,135356
2003,16,Total,4073837,470201,946110,796401,1061914,547127,252084
2003,17,Hombres,782931,86746,175603,148128,215345,113138,43971
2003,17,Mujeres,834143,83901,170844,158012,244672,123895,52819
2003,17,Total,1617074,170647,346447,306140,460017,237033,96790
2003,18,Hombres,477749,53621,107646,90391,126865,69848,29378
2003,18,Mujeres,482075,51719,103208,92024,134060,70327,30737
2003,18,Total,959824,105340,210854,182415,260925,140175,60115
2003,19,Hombres,2065450,214120,415711,391542,649039,296635,98403
2003,19,Mujeres,2059501,206376,398814,384652,645768,306130,117761
2003,19,Total,4124951,420496,814525,776194,1294807,602765,216164
2003,20,Hombres,1722673,209535,432350,330543,415862,231401,102982
2003,20,Mujeres,1846461,203627,424678,357075,480528,258862,121691
2003,20,Total,3569134,413162,857028,687618,896390,490263,224673
2003,21,Hombres,2601950,329081,633022,508621,672759,328594,129873
2003,21,Mujeres,2781561,318960,620156,544270,763458,371056,163661
2003,21,Total,5383511,648041,1253178,1052891,1436217,699650,293534
2003,22,Hombres,753578,90105,178527,150029,212024,92507,30386
2003,22,Mujeres,793423,87070,175439,161046,233974,98698,37196
2003,22,Total,1547001,177175,353966,311075,445998,191205,67582
2003,23,Hombres,528118,61658,115384,107496,170218,59470,13892
